95,TAPESERVER_ENTERING_BRIDGE_MODE,"Entering bridge mode"
96,TAPESERVER_PING_CLIENT,"Pinging client"
97,TAPESERVER_PINGED_CLIENT,"Pinged client"
98,TAPESERVER_CLOSED_INITIAL_CALLBACK_CONNECTION,"Closed initial callback connection"
99,TAPESERVER_RECEIVED_TAPE_INFO_FROM_VMGR,"Received tape information from VMGR"
100,TAPESERVER_SENT_FILETOMIGRATEREQUEST,"Sent FileToMigrateRequest to client"
101,TAPESERVER_RECEIVED_FILETOMIGRATE,"Received FileToMigrate from client"
102,TAPESERVER_SENT_FILETORECALLREQUEST,"Sent FileToRecallRequest to client"
103,TAPESERVER_RECEIVED_FILETORECALL,"Received FileToRecall from client"
104,TAPESERVER_SENT_FILEMIGRATEDNOTIFICATION,"Sent FileMigratedNotification to client"
105,TAPESERVER_SENT_FILERECALLEDNOTIFICATION,"Sent FileRecalledNotification to client"
106,TAPESERVER_RECEIVED_NOMOREFILES,"Recieved NoMoreFiles from client"
107,TAPESERVER_RECEIVED_ACK_OF_NOTIFICATION,"Recieved acknowledge of notification from client"
108,TAPESERVER_RECEIVED_ENDNOTIFCATIONERRORREPORT,"Received EndNotificationErrorReport from client"
109,TAPESERVER_RECEIVED_NOTIFCATIONACKNOWLEDGE,"Received NotificationAcknowledge from client"
110,TAPESERVER_SEND_END_OF_SESSION_TO_RTCPD,"Sending end-of-session to RTCPD"
111,TAPESERVER_FAILED_TO_PARSE_TPCONFIG,"Failed to parse TPCONFIG file"
112,TAPESERVER_PARSED_TPCONFIG,"Parsed TPCONFIG"
113,TAPESERVER_CLOSED_RTCPD_DISK_TAPE_CONNECTION_DUE_TO_PEER,"Closed rtcpd disk/tape IO control connection due to rtcpd closing its end"
114,TAPESERVER_TOO_MANY_DRIVES_IN_TPCONFIG,"There are more drives in the TPCONFIG file than there were when tapeserverd was started.  Please restart tapeserverd."
